Index,star_name,galaxy_name,size,color,distance_from_earth,likelihood_of_life,num_surr_planets,type_of_star,p_life
48405,Kado xulo,Kepe goni,35.158082508692765,#6A97F4,9925013793.5217,49.71693,17,White Dwarf,49
48408,Kusa nacu,Muye vobe,11.60589627228988,#D845E2,8097521398.998897,28.912025,17,Red Dwarf,28
48410,Coro puqo,Tiba teri,35.40641262180932,#E05D76,2351592891.0130453,66.26127,18,Red Dwarf,66
48422,Foqu mata,Feli nuzu,30.86870938077399,#1E0EC9,7288777965.265189,99.44785,15,Main Sequence,99
48425,Wiyi zoze,Kayi padi,42.2137841324824,#8E6FBB,299498685.46192944,80.86582,5,White Dwarf,80
48427,Yiha yahi,Ludo miku,42.188125932542974,#CDBED6,591483939.366948,53.44108,18,Supergiant,53
48440,Dife qiga,Hila gito,20.900971546638328,#786CDA,2022620804.4704616,85.94638,18,White Dwarf,85
48441,Ququ xibo,Veto tecu,16.649286876259946,#774A63,11616241928.670315,36.42054,4,Main Sequence,36
48445,Voro hiwa,Vivo genu,14.443410762285513,#0D1962,8079303138.935783,41.524723,19,Neutron,41
48451,Woxo kulo,Tive loho,43.5864262357507,#C7DB39,7285852799.838336,20.643702,2,Red Dwarf,20
48454,Reyo rajo,Lipu wuyu,31.1028742796281,#D39A1B,3322908622.70249,61.46806,18,Supergiant,61
48455,Hoyo qasa,Cota yoma,21.934514775548983,#3A2B0C,9436214062.692173,55.96041,3,White Dwarf,55
48459,Moxi pogi,Dixa hozi,13.133734391590261,#4E1898,56841237.972420596,62.577137,13,Red Dwarf,62
48468,Tuse gihi,Nefu xiko,47.48090824317877,#D01907,3854352667.604245,42.524887,9,Giant,42
48471,Xeli xuzi,Roru miqi,34.18232717056005,#15D40F,9052221965.116703,13.676352,18,Main Sequence,13
48476,Hidi riwe,Poci lina,42.32873652926364,#F50506,4398776820.670561,85.654594,14,Giant,85
48477,Hovi laje,Zayu hibe,33.80256597562773,#04AEA6,3347429370.822087,73.09414,2,Red Dwarf,73
48491,Nimo cowo,Doli cagu,47.53662514426803,#BF5B5A,2272255848.527914,74.39017,14,Giant,74
48493,Coke jigu,Fefa kaha,5.609575964839843,#88458E,2275873333.5906086,98.89453,12,Main Sequence,98
48494,Rezi vori,Doca cubi,1.0092893133735914,#B31C98,10348674345.441357,60.748985,19,Neutron,60
48498,Qaxa cutu,Joxu qopu,20.1728909965641,#C61AC9,10558124390.418978,89.60039,11,Red Dwarf,89
48503,Duvi kumo,Yunu novi,24.978981130329345,#B1EF07,2327090340.5525856,20.964146,2,Red Dwarf,20
48504,Buho bete,Soki heye,3.456264360065541,#1CBEC2,5961761039.874575,48.088673,8,Neutron,48
48508,Pani vuja,Ruyi posu,7.788951588475234,#A4BFB0,5160576481.675105,22.55093,8,Red Dwarf,22
48509,Moyi jili,Nela hiro,41.46989959999612,#4F08A7,11797227926.127153,24.764996,9,Main Sequence,24
48516,Muso xexo,Wobo wara,22.567243945805725,#62E461,3751962534.5873575,12.701084,4,Supergiant,12
48517,Sebe pigo,Buzi futa,15.13069736094958,#466DF0,12878395285.567564,11.569221,18,Neutron,11
48518,Sulu peje,Ciro qefu,10.22856392828912,#96AF6F,12822432610.100649,74.5868,12,Supergiant,74
48521,Moqe zuju,Bufo topa,36.18811015418766,#F5A18E,5553707566.699494,88.66978,11,Red Dwarf,88
48524,Golo pope,Mojo dequ,48.89152290080483,#53D3F2,7439233158.635196,41.55372,8,Giant,41
48526,Neca tefa,Desa fule,34.68907424002705,#023176,237646581.22021842,58.35648,14,Neutron,58
48527,Fori rako,Ceqe wari,38.849047034688475,#7EF83D,10910550983.673885,70.71308,7,Giant,70
48537,Vuli gezu,Newu wayu,23.345029445691683,#6AA709,11093603720.754333,85.40945,18,Giant,85
48548,Bifa dode,Bawi doza,25.068417614198054,#E46C92,621762580.8665538,30.99583,11,Main Sequence,30
48550,Wazu duru,Huvo zuwo,31.49954492877193,#AE8AD9,4861439194.734932,99.67624,3,Red Dwarf,99
48553,Vida naki,Roza yezi,46.78540135730581,#656A63,8085506138.3806,77.63362,17,Main Sequence,77
48558,Reqa caze,Duxe nuco,1.245499687156701,#AAE037,7631806029.288855,52.5086,4,Supergiant,52
48563,Yijo reka,Miwi xiqa,9.669168140985713,#8925AE,10033360294.81512,61.130196,4,Neutron,61
48564,Tuqu cacu,Kuci fagi,39.5627417647987,#D7A13C,2673909989.238476,31.22628,11,Supergiant,31
48572,Dazu yihe,Tili nora,24.33187461117657,#32B22E,6564099552.016991,20.950579,1,Red Dwarf,20
48580,Vaxu yoxo,Mako cipu,45.6960541107923,#C2142C,9802415100.288876,1.0437659,0,Giant,1
48581,Lofe gace,Wini yimi,41.54686348055363,#CB0E42,158088140.52859688,23.409063,14,Neutron,23
48587,Vicu vezu,Cara laje,18.903772278120538,#83FD09,10816155608.264578,52.72708,11,Supergiant,52
48590,Quko yisi,Qili cori,42.01143684414749,#1C04F1,5631789844.025419,9.786253,13,Red Dwarf,9
48593,Loki nahe,Yige pege,28.997870335083746,#B0924A,432749283.5748427,72.84905,6,Giant,72
48595,Hogo sazu,Loyo pohi,30.371970681808396,#393EE8,4425784493.29588,26.88761,18,Supergiant,26
48604,Vore kifa,Keqa hevu,43.876491826522255,#C43F5C,533266248.03592795,31.323936,12,White Dwarf,31
48605,Zowo buce,Qewe lowa,31.995968080042225,#E8A4E9,12889357582.063807,94.28041,16,Neutron,94
48608,Wavo tupo,Yoha pega,14.588460726129314,#D4BA8A,930074932.5110154,19.048504,19,Red Dwarf,19
48610,Cago hoga,Gehi kugo,13.395623859744836,#A64F08,10315516130.47242,29.751442,19,White Dwarf,29
48612,Nosu nora,Neme kumo,32.486148501284255,#3A6545,1458081346.0197082,33.22293,4,White Dwarf,33
48619,Tata gapi,Buki vije,38.93033666315811,#48A13C,3886640610.623615,22.584892,5,Red Dwarf,22
48624,Jugo hawi,Dewo fuzi,44.359341706071405,#0440BE,2248603699.012564,97.66145,2,Giant,97
48626,Toyu xeja,Vafe puka,30.43435773325242,#27B7DD,5675437373.990782,29.616766,9,White Dwarf,29
48635,Rigo bini,Vide netu,14.521055151751824,#47EF1A,7336636738.397086,7.090838,1,Supergiant,7
48639,Ceho malu,Zusi pupo,41.553459332468826,#446613,1818420761.3677456,78.7048,7,White Dwarf,78
48640,Naya gomu,Coxe bumo,25.10546440912517,#E45978,5034396851.481755,92.01014,12,Red Dwarf,92
48643,Baho juwu,Jeye quqi,29.701719663468513,#373A79,10273564477.663893,48.438366,17,Neutron,48
48644,Pedo bopi,Loli dejo,31.45845730245225,#0A2A62,1877500556.2892704,69.430214,5,Main Sequence,69
48647,Meve quni,Cavi boya,4.667786671425676,#AD1E22,2549293729.856719,61.69485,5,Supergiant,61
48652,Yapi luvu,Mojo zocu,49.116130867980736,#A947C9,10232708595.295727,95.78903,15,Red Dwarf,95
48654,Jodi loko,Hoha jone,20.83525083628397,#ABEA16,12587359334.512133,26.254786,13,Main Sequence,26
48655,Quqi gobi,Bami kagi,16.17478552855073,#C7812B,5532990594.413908,24.188253,17,Main Sequence,24
48660,Nede bezu,Tusi come,13.738685813824446,#144F23,3487379388.749197,52.79712,7,Neutron,52
48662,Fula wexo,Huxa qefi,4.343756559476456,#6A1A34,12902850126.329678,15.25422,19,Red Dwarf,15
48667,Ziga pawi,Nehi mofi,32.761349873399936,#D0E628,9623592127.930569,47.794945,13,Giant,47
48669,Gotu tuzu,Wihu boce,18.918583425223606,#4E30E2,7041406369.784301,13.474687,3,Red Dwarf,13
48675,Wozi giri,Xule tugo,0.5444260091206763,#404EEB,6022111335.953041,81.66401,8,Supergiant,81
48680,Qene zagi,Kedi xere,27.400280122962453,#87BD42,7331268270.012242,57.62314,4,Main Sequence,57
48689,Giro nexu,Bone zepu,38.44012571602808,#6DF5B6,7162052927.315064,35.665577,15,White Dwarf,35
48692,Xule moso,Wage punu,16.142035496917437,#9242C7,8606927246.80898,2.8714576,15,Giant,2
48703,Duho zapi,Yoda yide,8.709858114865346,#9FC44B,1720057918.0933266,2.1625652,12,Giant,2
48710,Qowa yewe,Nulu mami,25.683234974122044,#3F4989,4366109481.025404,69.500885,6,Giant,69
48712,Jahu boxu,Qure tefe,6.877557688363744,#4E3E7E,7321053507.935174,15.285967,3,Red Dwarf,15
48715,Nocu yuzu,Kita zove,9.581108900518732,#DE081D,1299129184.6395416,17.454287,6,Supergiant,17
48717,Peyi qeyo,Sowi suqe,32.47210539287815,#E76255,2133546114.7477882,71.22637,7,Supergiant,71
48730,Zaja waba,Lowu hizo,9.850516711623335,#8B6CC7,9865505544.469015,53.917515,1,Main Sequence,53
48732,Gone woju,Xasa xifa,34.64195399102441,#F71518,2318460514.1940246,49.908924,9,Main Sequence,49
48737,Vido rayi,Qeya sosa,32.84231137048079,#745390,7251869993.641052,34.54937,1,Supergiant,34
48739,Xayu konu,Zoci mosi,36.15765610586012,#351A91,7395162111.909711,22.977934,17,Giant,22
48744,Yayi feyo,Zomi goco,39.26221278768082,#AAABD1,415146721.4727195,61.347706,14,White Dwarf,61
48755,Rica voco,Huvi soge,34.91814759613066,#588B75,12669830364.649149,26.851343,12,Red Dwarf,26
48764,Peci jada,Keti woho,10.345033192166762,#6483CB,196437972.63535056,80.78233,14,Supergiant,80
48767,Kaca laxe,Canu tiwa,40.59653227674114,#123D55,9252993279.275173,51.999916,4,White Dwarf,51
48772,Zefa hota,Gadi gehi,5.771142069630574,#9289F4,8912619530.496632,99.02964,9,Giant,99
48775,Fexa mifu,Nipi fedi,42.33651131303064,#0A6CD3,6391719270.034134,77.707825,7,Supergiant,77
48776,Pobu tiju,Roya siyu,36.097419977471006,#A6B02A,9431033597.173075,60.52674,13,Supergiant,60
48780,Guyi wevo,Cedu sita,11.56756532255862,#DEDBD9,12684861452.581736,97.07499,14,Neutron,97
48781,Sohe penu,Wona hizi,36.74098911544253,#90C159,5925350033.283972,78.99787,5,Neutron,78
48786,Noxu wepu,Hega kene,18.564687693797826,#260A1F,1790381080.5610068,9.004081,17,Supergiant,9
48788,Qure gala,Qebe gaha,13.139652383118715,#A3F74F,2044768665.3105934,7.090321,2,Supergiant,7
48790,Teme yico,Muyi xisi,1.4363541470315413,#4CC10A,11506779443.961695,18.469683,16,Red Dwarf,18
48791,Kove zoli,Toqi qowo,34.88600382622359,#42A30C,1516063408.888719,81.501976,7,Red Dwarf,81
48792,Zizo wobe,Mefu jate,40.98042450329489,#4777D3,1974841972.8720744,46.53411,15,Giant,46
48795,Qiqo vede,Jipu fabe,20.497080117024268,#A2C04A,9320490405.36994,81.00298,3,Giant,81
48808,Cuda yewu,Fero loyo,16.340952130322304,#934E10,4368462160.093694,75.651405,2,Main Sequence,75
48812,Pibu kiwe,Zaxa huro,48.76288705643956,#7C187E,11205158854.087612,33.191788,1,Supergiant,33
48826,Rehi wona,Peha gase,30.915622616035538,#9314AA,8105748501.730215,97.179405,7,Red Dwarf,97
48829,Deki pafo,Pawu kife,49.86507214595244,#6DF184,11311539661.219034,54.89094,0,White Dwarf,54
48833,Fuyo sibe,Peqo paco,28.338370364171706,#84128E,10121115630.54156,43.175266,10,Neutron,43
48838,Veku mawa,Faro sulo,40.21554739728056,#B07E78,9268717188.348343,46.89335,16,Giant,46
48839,Coqu zeha,Miko nofu,20.875097898373692,#126B81,9759216568.77506,75.186485,15,White Dwarf,75
48843,Babo duge,Wiko fano,25.71433357679018,#A32BCC,1577118778.3069508,84.29391,14,Red Dwarf,84
48853,Zabo gexu,Hoho feco,17.94641384741989,#45B4F5,8254634909.757993,82.466095,4,Main Sequence,82
48854,Buyo sibo,Regu fego,32.15400864245541,#9F7FDF,9249241311.756783,96.10277,13,Main Sequence,96
48859,Xumi defu,Miqa beze,22.706502191338345,#053457,10124984183.788555,24.473444,7,Giant,24
48860,Wepi muqe,Nega yafa,42.33257778110074,#3A1832,2771893513.610631,16.431114,0,White Dwarf,16
48866,Lude duha,Sali bada,28.69599842188402,#779FDF,2225837942.4743986,4.540825,13,Giant,4
48869,Paga maca,Meca xowo,22.025703451933133,#9B81F2,8822544045.041306,96.2452,1,Neutron,96
48871,Zeba zufo,Siqo zewe,44.94898700978661,#3AF58F,1888920861.9626942,87.84463,17,Giant,87
48877,Tihu velu,Xame zaci,33.11098057892449,#ACC4C0,11443742279.410198,95.70514,19,Main Sequence,95
48880,Zifa desa,Zemu kice,40.135284818668545,#F1410E,4727260081.766827,91.54406,8,Supergiant,91
48887,Jayo mora,Qego gewe,1.091417400254281,#A3EE9C,7402802000.648536,54.553223,19,White Dwarf,54
48890,Bodi cope,Guca qumu,49.7252050031557,#CA16E8,3040051145.4178324,49.259624,8,Red Dwarf,49
48892,Yigu raci,Jila lope,13.658305147005914,#1117C2,4966291598.679193,0.2145646,7,Red Dwarf,0
48897,Nufi rase,Ruva pira,5.141580892071084,#2F1B27,10253943581.640995,21.518486,7,Main Sequence,21
48901,Wino bubu,Rabu hifi,41.3190278140845,#E3A367,5675691837.721528,98.603134,12,Neutron,98
48905,Miye kube,Wigi husa,38.78941784943902,#13B22E,6686683861.929279,72.47653,16,Red Dwarf,72
48907,Mahi tovo,Juye huka,36.47838446097147,#E25028,10734963194.762245,5.516586,6,Giant,5
48909,Vosa rili,Zani qeyu,38.99507791681954,#B7D30F,383957163.33348435,14.2758045,2,Neutron,14
48918,Paqa kefi,Wuna hepu,7.005795797693678,#90CAD5,12990079694.469894,39.475136,19,White Dwarf,39
48919,Fara dene,Zovi fido,8.141890162873253,#FE5ED7,9373391900.297335,28.193363,18,Red Dwarf,28
48925,Doni seha,Kegu nowu,49.19956031420289,#4D7CE8,4601150749.849187,81.59495,19,Main Sequence,81
48932,Tabu puqu,Lese waqe,4.454088018255039,#0C28C6,11696898469.405518,90.60923,18,Main Sequence,90
48933,Noki robu,Qihi vafu,5.8813722016240755,#749DB2,11242792802.684433,17.649324,11,White Dwarf,17
48936,Goqi gije,Cevo diwo,22.10630406128393,#5BA65E,9935250481.629473,34.00839,16,Neutron,34
48937,Gaqe padu,Bafi fure,38.019451634737514,#9DE166,7756674282.896371,36.629944,19,Red Dwarf,36
48938,Zoxe pona,Suwo liyo,19.134433202337277,#FBAAC3,11422503573.66651,44.933968,14,Red Dwarf,44
48940,Cito napi,Keti taye,6.337970501776092,#AFD77A,11770302809.647053,97.52099,3,Red Dwarf,97
48943,Cexi zopo,Suba lozu,34.050805586225835,#43A0B2,2722215677.612209,54.559814,15,Giant,54
48944,Fawe noro,Zeje tobu,12.45939526172286,#7E6593,4275132295.752445,89.02602,0,Neutron,89
48956,Hifo dece,Fuca jeso,31.06479500019108,#EE8EEF,390629371.48651886,37.036163,16,Supergiant,37
48967,Kuqi megu,Lowe hare,17.73001265916426,#A3E789,3896815229.5870104,30.27937,15,Neutron,30
48968,Yagi noli,Refu demu,25.13540180164631,#46FE7B,11436110175.340538,54.424103,10,Neutron,54
48970,Gaya lemu,Jeyo fevi,13.725728714053995,#230C80,6772733396.340311,8.622724,5,Red Dwarf,8
48971,Bece duyu,Biwa vuwa,16.43361681324357,#CBC945,7359839211.10769,30.224152,14,Neutron,30
48973,Huzi viva,Piqa nijo,20.755465282076262,#90EDAC,8163413712.862748,30.746267,9,Supergiant,30
48975,Muvu nomi,Mupi nuhe,36.164485269097064,#57F546,5044754726.385995,61.24534,18,Giant,61
48976,Sose noda,Were jayu,8.177912624294224,#A48D14,790900153.8140826,10.981359,4,Red Dwarf,10
48978,Mofu vage,Zovo hosu,34.955205958482146,#51D3E8,4826280041.473508,42.15576,19,White Dwarf,42
48979,Gogo howe,Reli dofi,16.082377165505452,#CC945B,12675876695.133593,40.16967,15,White Dwarf,40
48982,Mudo wura,Feja gowi,14.482976650557058,#89D7A1,8074951521.688891,28.329464,5,Giant,28
48983,Hoda fara,Hahe dape,29.199474399695944,#CCED53,9739516734.240362,23.778242,4,Red Dwarf,23
48988,Vuqe cipo,Sogo raki,48.30863961276589,#B3A689,6068680899.201162,9.48562,6,Main Sequence,9
48994,Kufi qosu,Bubo yepa,38.45372606434045,#B2C6F2,604073894.5892636,63.432514,8,Neutron,63
48999,Pole xape,Vusi ciqa,8.398740818651437,#80BFFD,12700496673.958258,61.31816,11,Red Dwarf,61
49008,Yaba sudi,Yixe noyo,45.47745992678995,#447DC4,6512940574.553768,58.58085,19,Giant,58
49011,Jopi paxu,Bopu vapo,16.011906982254438,#E05B82,11198686321.671946,67.445145,8,White Dwarf,67
49012,Fixe kubi,Suya ciyo,49.39921238978995,#B47E6F,10747904558.45742,66.907616,18,Supergiant,66
49017,Zoja pura,Nayu faci,18.56765578395334,#0A7353,32601363.123791423,86.99322,18,White Dwarf,86
49025,Kige dovi,Diyo sina,39.336636161459865,#C3214E,7841735418.350091,57.65383,13,Neutron,57
49032,Jewi muye,Timi keso,24.77406081439279,#64FA99,6810489672.104624,54.72239,11,Main Sequence,54
49034,Tave qage,Gudu quje,8.099206187699455,#24F019,11001688637.440739,12.315776,1,Supergiant,12
49039,Mewo mezo,Naze jowu,16.404613414153587,#8C82FD,7070889527.514739,41.90116,15,Giant,41
49041,Modi jomo,Jede lane,12.942199289209064,#C05C5E,5408664122.426296,82.74839,0,Neutron,82
49042,Dovo hibe,Faha gowe,4.5540958357143415,#969FB0,7467659481.813217,94.74478,13,White Dwarf,94
49051,Luwi yure,Xaze vujo,1.287788191473646,#FBAEED,7049629236.5744505,46.570248,10,White Dwarf,46
49063,Kope kiko,Sezu qaju,24.101730610661768,#B07273,3564007098.3894463,95.8434,14,Supergiant,95
49064,Faxu tale,Solo fiwe,46.30419053416912,#CA618A,4239458145.311342,60.156227,9,Main Sequence,60
49068,Yehu meja,Bowo siba,32.80917342485841,#380386,6500030324.110481,25.870731,7,Red Dwarf,25
49069,Vihi mesi,Yuqi qogu,28.642388779464614,#833126,3898636377.1068788,41.39064,15,Main Sequence,41
49077,Tere wawe,Qije yegu,41.9445583341201,#E55855,10635915707.352303,0.9414509,6,White Dwarf,0
49082,Zale yeha,Colu lunu,37.795572529748576,#852B92,9032001299.749186,16.85809,2,White Dwarf,16
49084,Huga cogi,Yuwe rope,23.741767067557713,#3CBBBB,12774696979.727608,75.13393,9,Red Dwarf,75
49091,Batu puqo,Fada zero,16.087503719390433,#CC14A5,2603897045.244216,49.808308,8,Giant,49
49099,Peda buye,Rale bage,18.972083134622014,#A62E85,7220348932.901151,10.257717,11,White Dwarf,10
49100,Ralo rega,Toru kuqo,4.33921268012964,#DDF872,9525006653.733116,77.02271,5,Giant,77
49106,Taki luro,Hala jocu,19.602427208615325,#9861FD,10758656372.63427,4.028393,1,Supergiant,4
49112,Yuca neku,Wano wuyo,41.542062201060915,#B8E35D,3283064010.397419,69.792305,9,Supergiant,69
49113,Zima toqu,Viqi poza,1.2260033926378582,#C09B4C,10331209077.38576,14.548374,13,Neutron,14
49121,Woka dota,Hate dike,30.54703686078566,#604A2C,10962011044.434061,97.77902,13,White Dwarf,97
49124,Cawu bawo,Xifa qopa,33.0699953716725,#D747B3,11244632228.890585,28.533087,16,Red Dwarf,28
49127,Yeti curu,Joqo yema,14.57170995407398,#E130EA,8247604568.062228,4.3785243,5,White Dwarf,4
49136,Quma puxi,Siqa jedi,20.78869637146577,#1884A2,12529820337.204988,59.635372,19,Neutron,59
49137,Woye hegi,Dewo mepi,47.87826786403723,#AF8DC7,3339601491.8379626,67.16868,14,Main Sequence,67
49142,Pise hute,Weni wizo,21.278942334115555,#F2B81B,2308985300.159806,23.59458,18,Supergiant,23
49143,Yimo jopa,Seko cujo,31.73736129523798,#E719ED,7606852407.732409,91.97016,3,Main Sequence,91
49146,Rapa casi,Rape biji,2.8573046875323977,#1D5FCF,4266013201.8449116,88.01636,19,White Dwarf,88
49150,Jati xira,Vawi yizi,28.648854036231572,#A5A49A,9089767419.147371,64.68914,13,Giant,64
49153,Gezu vaxi,Seka zubi,20.5440604354224,#25C499,3151696988.767169,0.19634637,6,Giant,0
49156,Cuno gudu,Kusi haxi,12.500210257155981,#8A1B53,7576971485.428966,76.836395,17,White Dwarf,76
49158,Bace rihu,Xuzu qeja,28.345390285625516,#6CE263,4919281671.464296,76.29247,12,Red Dwarf,76
49173,Neto dime,Vosu tufe,29.015001024347942,#B95FE2,3514385877.4666424,70.59703,8,White Dwarf,70
49180,Xojo newe,Riko soto,18.63396740750793,#3CF437,8913431806.575253,93.50733,3,Supergiant,93
49182,Ruhi zuzi,Wozi cepo,44.07010946743773,#A1A3D0,3287332797.1578135,50.435047,17,Giant,50
49187,Qute wufe,Japi jexa,24.56461583698856,#CF454A,7212655120.039422,85.17367,3,Main Sequence,85
49188,Nexe qota,Meya qisi,23.2605952408721,#AF7FB5,900066791.0044434,62.79205,2,Red Dwarf,62
49192,Dixu mehe,Rube maru,31.011856669665438,#9B4D49,4539343188.789045,15.406378,16,Main Sequence,15
49198,Zara xime,Xuqi liga,27.79593473935961,#9B266E,2988455516.0309124,56.042492,4,Neutron,56
49200,Gehi cure,Jaya saju,26.659205873529253,#E5BAC8,7580739142.568685,50.10707,17,White Dwarf,50
49204,Jebo zila,Husa cebe,36.8510385424967,#067B42,12001003814.068472,87.63459,13,Main Sequence,87
49213,Kame culo,Zudi zazi,24.79657256941653,#DB81D5,6483009373.432677,16.246693,5,White Dwarf,16
49214,Cusi fixa,Reya bige,24.67598765858723,#B861F0,8891859657.974386,76.533424,2,Main Sequence,76
49220,Hazo yape,Qoto teze,31.991079068234626,#8E88FE,4675463814.685855,3.7008862,9,White Dwarf,3
49233,Fequ wile,Kidu fiqo,13.705190482691687,#275E59,4035223632.0487,34.63316,11,Red Dwarf,34
49236,Cajo neqi,Pahi hoje,44.94138779733448,#2A75D8,12832563654.473022,79.12546,8,Supergiant,79
49243,Bafi zope,Rupu foka,10.338044615404046,#4B6985,909537014.4706051,21.410318,18,White Dwarf,21
49246,Cufe kasi,Haxo vivo,34.83194367917482,#3DCDFD,7165677028.600153,99.70458,6,Giant,99
49257,Kile miqu,Bafa faya,23.954340022438025,#75BD8E,7786862408.643596,80.096886,3,Giant,80
49261,Hibu gara,Moyi qope,44.565999988788214,#6EC34E,8785688622.201668,0.6802901,11,White Dwarf,0
49262,Yavu nora,Nepi wowa,38.771881414978196,#066FE7,12724999845.335083,94.05017,19,Supergiant,94
49264,Lupi gawe,Niwa jucu,7.407114345581805,#5B7188,10833834853.614294,17.077246,14,Giant,17
49269,Sesa yuge,Yope yaqo,5.962571335789211,#B60011,2469491421.4609847,43.348618,19,Neutron,43
49271,Jeko weza,Soqu mare,11.726829979054633,#F0D44D,11567426260.498295,43.297997,13,Giant,43
49274,Kazi noje,Kino mata,48.88434050462884,#A2250F,2932213939.9584193,96.758484,17,White Dwarf,96
49277,Viku pode,Jeba felu,39.81463288639534,#36C4E4,10848213786.348633,72.929474,18,White Dwarf,72
49283,Wede xiku,Xupo jevu,38.333823359224255,#BB9D24,4643480837.822075,68.596825,18,Giant,68
49285,Firi vidu,Puvo xuhe,45.29040969784159,#766C62,5476831332.838352,89.01492,1,Neutron,89
49287,Qori cume,Yuhu yihe,39.147869394677635,#C39824,9506089487.23163,36.12636,0,Neutron,36
49290,Kugo gele,Fiye goga,18.847880967303443,#972F8C,8552288181.42746,55.559242,8,Supergiant,55
49292,Vipi beqo,Kili kuxu,24.647281313026653,#B9C587,4706081607.122471,35.22854,17,Red Dwarf,35
49293,Gahe tisu,Lixu biki,16.890644809221563,#A6879D,1143950179.530295,83.78212,13,Red Dwarf,83
49294,Hefe meza,Zaju qoza,15.805031769633313,#37F003,9381156959.399927,67.13054,5,Red Dwarf,67
49295,Ruwe xede,Budi meki,15.82321389002663,#464A96,10816552980.686008,28.228035,0,Red Dwarf,28
49307,Qawo levi,Gusi tece,36.049031337429874,#D766A9,6132840969.521134,34.65526,9,Main Sequence,34
49309,Ceje faku,Mafa noso,37.70708719486147,#8FADAE,11330873694.623999,12.5617,4,White Dwarf,12
49316,Yuzo fowi,Beso maso,17.17203769878928,#EAF50D,11320559305.400301,69.03157,2,Giant,69
49325,Tolu maqi,Guvo moxi,34.66472492948415,#D765FD,6526811534.643954,62.975548,18,Main Sequence,62
49327,Reyo qihu,Bihi tavi,34.09147790286943,#70EF43,5174946931.169162,58.277664,3,Main Sequence,58
49335,Bada lusi,Lipu veta,23.970125241284013,#64CC0B,10901581710.864529,72.08442,7,Supergiant,72
49342,Lezu siwe,Tefa newu,38.037352852759994,#AE63F2,6348842277.793227,98.30837,5,Neutron,98
49353,Qisi yigo,Tina ziqa,10.493827699799024,#B6142F,683384236.0687499,82.51476,5,Main Sequence,82
49372,Copo dudi,Zuro dere,14.211290251682993,#29013C,6952716229.015812,71.61858,9,Neutron,71
49379,Jumo puvi,Zema woxo,18.40001576132301,#B63E2F,1237591458.2526088,38.06607,9,Supergiant,38
49382,Lanu guno,Suju jeza,28.56413766000822,#0ADBE4,6923057944.910427,89.89487,1,White Dwarf,89
49385,Zagu xizu,Vaxi wina,35.52491620947514,#9F8059,11635895572.457052,3.760191,4,Neutron,3
49388,Qote doni,Hede wibe,33.14572629928699,#01BE74,10974031227.6889,62.083607,4,Supergiant,62
49393,Muze jocu,Goha quwa,2.6217232308333593,#60F841,2786485656.089876,89.820175,10,Supergiant,89
49395,Xago qotu,Rifo jebu,49.18000913693592,#A50753,12577753227.020239,37.44157,9,Giant,37
49396,Judu piqa,Xuli have,32.52334502825229,#85680B,11461291067.192797,61.070007,3,Giant,61
49407,Taye dofe,Zuwi wuwo,48.06563898184408,#E56222,11937177083.489155,99.84377,16,Red Dwarf,99
49410,Kavi zado,Xeve jumo,32.820517185727134,#CA14F7,9477272980.511156,82.181366,14,Red Dwarf,82
49412,Gisu tuce,Nowe cono,27.857311763913177,#A0E357,6811899494.04488,55.44835,14,Red Dwarf,55
49415,Wiwe tale,Cino huco,13.029924081691307,#F38D6D,4267812006.4305205,91.342026,10,Supergiant,91
49420,Vuge juku,Demu qufu,43.56444896782567,#E5890B,11766478728.242878,48.792282,6,Main Sequence,48
49422,Kece hifu,Moxe posi,22.637746993027864,#A35B65,10192172253.622946,22.952667,6,Red Dwarf,22
49429,Rowu juha,Feqe meca,34.090603123959454,#F52ECC,9263851482.339918,95.04661,17,Giant,95
49435,Guqa rimu,Juqu nugu,41.04600983918851,#D3D964,8789264081.947474,69.305565,4,Neutron,69
49437,Xada lehu,Daqo teza,31.559936285082742,#F27533,12008916207.425964,10.617108,6,Supergiant,10
49445,Cize xufe,Maba niwa,38.069081409920706,#8D455A,12226599613.279099,56.16595,14,White Dwarf,56
49446,Daku suza,Yeyi yago,30.31331499507302,#B19824,4829616507.166972,74.45831,17,Giant,74
49460,Gavi xocu,Nuvu tuve,28.96463789528046,#3CAD12,2732554909.791844,86.79276,7,Supergiant,86
49465,Muwo vaqe,Zigo zoxu,8.460300465589393,#F364A2,9843178879.542559,26.32797,12,Neutron,26
49470,Sume mubu,Qiza volo,25.87236218000485,#6C7D74,8408049489.922965,81.333534,19,White Dwarf,81
49475,Dewe yoni,Pepa dapu,14.702488732161427,#E46616,917677346.949495,82.00224,14,Neutron,82
49476,Bige toge,Zipi mupi,49.578546631969274,#1BB755,5003455002.545908,78.99745,4,White Dwarf,78
49485,Tozi niti,Cutu nuqu,21.29881569115883,#53DD04,2368217838.4698524,1.9371309,7,Supergiant,1
49488,Leyo yeqo,Fopo kipo,15.080509558134288,#6F0F14,7803344752.242392,90.449974,0,White Dwarf,90
49493,Hije moco,Wike sixa,15.868088098975722,#A1DE3F,2776389020.01462,94.158035,1,Red Dwarf,94
49497,Zuda jasu,Fewe xeme,7.943556072313503,#6222F8,2233199587.926078,59.631893,3,Red Dwarf,59
49505,Fisi qece,Quya gijo,22.10387734239694,#F806F0,4908967916.270227,10.01099,8,Giant,10
