Index,NAME,GALAXY,RADIUS,COLOR,DISTANCE_FROM_EARTH,LIKELIHOOD_OF_LIFE,NUM_SURR_PLANETS,TYPE_OF_STAR
43292,Vudi sofa,Bezo bequ,49.75311560446101,#C055E6,1361381201.3834493,98.34515651748234,19,Red Dwarf
43295,Papi mobi,Soxo huvo,26.834631023213877,#00BFBE,649875448.8549751,86.41159549070944,10,Giant
43296,Rewa seyu,Qire yexa,41.60243225865207,#A6D891,8618206471.281843,73.81812764796992,12,White Dwarf
43299,Ledu kiti,Voda xexa,45.02278464223851,#78E270,1610602582.5827246,23.7167290559821,15,Red Dwarf
43300,Weka qawi,Wuka pama,0.784082720952334,#8D5537,8684409775.144,24.99715138647719,3,Supergiant
43306,Roqa fele,Heso togu,10.399304548488638,#777520,10601110207.850445,68.06957616002234,2,Giant
43308,Duke paye,Caqu mopa,8.437143341264433,#D03953,1612290854.3783813,26.830177766491104,9,Giant
43309,Koge data,Yaqu mibi,42.56012624508429,#10B5F7,4013259361.1589684,13.867946553811217,15,Main Sequence
43310,Vuha bafo,Veli xegi,45.51740296177254,#628091,12489303168.465837,7.851071882294058,11,Supergiant
43318,Sodi kuni,Woyo dura,13.43977647273098,#8D574E,4378111665.321629,1.7267543945675867,15,Giant
43323,Woko fopa,Lazo pada,16.472898639056684,#ED8249,4828409965.357075,66.07538977868387,9,Main Sequence
43338,Zalu tifi,Sive cihe,43.39576245947051,#811748,6950705497.252506,59.013064369496945,18,Red Dwarf
43341,Vete kera,Kaxo kuqo,0.9221931542860329,#22CFAA,11126670276.285595,21.125491744784874,13,Main Sequence
43342,Wepo dizi,Xipu dolu,17.91146654689167,#3E7497,5629799082.834806,55.24405852221347,12,Main Sequence
43350,Hire fena,Kado diri,24.92164217033316,#D3A836,6650163218.364786,18.576861982918746,15,Red Dwarf
43352,Qoxe niwe,Qeno qava,41.75044850015802,#5AD0AA,8202790254.9500885,58.88433999660801,18,Supergiant
43370,Riwa zeja,Gipe voso,36.684449707295556,#40A9B1,9951004260.574816,26.942728458519085,0,Neutron
43378,Como lula,Ruko zixi,44.16158809040139,#23D37C,3245132007.4922976,90.37720718651401,1,Main Sequence
43381,Lure suqa,Tela zifa,26.598858079932477,#A08EC0,3859182685.2244825,40.065673449358904,6,Giant
43382,Fovu wobo,Rire xuzo,7.461943123040313,#5AA6CA,9345839442.899492,59.52487057036265,6,Main Sequence
43384,Hoke rogu,Raba coxe,14.748346959187,#F942FC,12192194565.311127,13.966481464738978,8,Red Dwarf
43388,Quvo yori,Voxo wafu,6.482186824175596,#5E7E8E,3435655683.03977,88.34884000543951,13,Giant
43392,Sequ gihu,Hive gogo,33.622929290228655,#EEB550,10968476008.917892,76.11186078253232,3,Supergiant
43397,Duyo kiqo,Jaqe tibe,29.33631649793526,#8BF588,4552546727.993162,83.32898300524964,8,Neutron
43400,Fefo ruga,Zoja some,6.54547884440673,#B37B34,11969376081.387941,18.516486255785825,19,Red Dwarf
43402,Cava wogi,Bodi novo,5.591598846972366,#C24AB0,188878146.66576505,79.66138190654745,19,Giant
43405,Vihi zatu,Gago jayo,17.993540781170974,#DB6C07,7450306345.54474,60.56491845095694,0,Neutron
43410,Cohi sewo,Numi yupu,26.95360987230864,#E7841F,3334428542.1563687,67.39743373393547,18,White Dwarf
43411,Fulu lefa,Qofi caku,30.664241255177117,#8E34A9,2018772417.5915148,50.58826726766742,1,White Dwarf
43416,Sapo bexe,Meye fade,5.64944220028672,#A29F56,5561109129.138823,25.868143934572796,7,Giant
43418,Kihu zesu,Qigi ripa,23.716845356298293,#198AE8,1943728255.8078198,84.0174272962236,8,Neutron
43424,Zaji deti,Ziwe vazu,31.41762990389776,#8151F5,5519219334.581048,5.681279119015836,16,Main Sequence
43428,Kumi vene,Buwi hapi,31.39172422418397,#543F49,4112805442.0389967,67.8847772279491,5,Neutron
43432,Vuwe dumu,Dogu toni,35.14482676692043,#49E912,1410040070.6082656,90.97203963329922,1,Supergiant
43435,Xona sode,Leye maki,40.81435036402817,#C82D27,5173707571.821753,66.30684243453139,17,White Dwarf
43437,Xuse locu,Hofu lujo,23.273524636477614,#418177,1900632271.0905333,16.68183658435096,14,Neutron
43445,Pute wova,Qege rogi,18.620633306560936,#878A47,5218937812.571453,64.30834602328812,3,White Dwarf
43447,Munu goli,Yemi gako,4.397277581112764,#156203,3914182811.256491,51.76011151384231,11,White Dwarf
43448,Faxi padu,Tuco puro,13.06961249761306,#8B32F3,11538767571.15589,40.64429516174758,10,Supergiant
43451,Koru wuda,Piji jifi,14.073707244625075,#A07576,9858660379.365635,90.5288620371426,7,White Dwarf
43452,Rohu gido,Dori viha,49.14211004186647,#AB0BFE,7824406571.9095,49.50057863416859,5,Main Sequence
43458,Xepo gite,Nubu jeke,30.517069478348688,#834EFE,7916234358.354595,0.33561469793531584,7,Red Dwarf
43460,Jeri faje,Xica wise,24.039681185268982,#4D57C6,11432269551.82837,38.94767195740395,6,White Dwarf
43462,Tupe zibo,Vefe noni,5.07249077150877,#5C2189,10869359883.55638,40.130075989586054,10,Supergiant
43464,Wuco gatu,Libe jemi,29.90388093557357,#10D357,5684523077.728571,84.40785796663913,3,Supergiant
43465,Qeco yuzu,Niju qimi,30.70682694389709,#6451F5,4458108095.296165,66.45215357113608,4,Red Dwarf
43466,Fuxo kuji,Waja necu,1.8507220896724146,#BAC921,2011545145.7416677,21.34469799903618,9,Supergiant
43468,Weco cehi,Qama firi,4.034539287895395,#91BD61,25496352.058590546,81.14246573641068,10,Giant
43470,Qobu lohi,Gisi ganu,35.537048899628715,#FA1559,7021974539.375482,46.96250557850406,18,Neutron
43474,Qigo sili,Huce kote,36.83081136252822,#E31AD4,12250055759.804392,90.63416580722284,18,Neutron
43480,Vifu yufa,Hizi cuya,49.82188283322992,#B167EC,11656054181.957829,66.37686062007884,16,Red Dwarf
43484,Paca dize,Kejo wine,18.43879312293743,#51BAA1,11971622723.220009,73.29777730661029,14,Neutron
43486,Qiqe xude,Lizi noye,35.44680942001557,#BBE3B8,3340170243.9953594,95.4966980392717,8,Main Sequence
43487,Tama bije,Kafu duge,48.67432593296459,#D50D23,3559908540.5321965,19.002321982407764,13,Main Sequence
43493,Befi celi,Qiba wuqi,1.829692912917594,#AC94A6,7102173187.558974,47.81879683571816,19,Main Sequence
43496,Guxa mela,Bupe refo,10.90986511260133,#9627AB,4822202660.2522335,30.71780835725998,12,Red Dwarf
43498,Bumu tewu,Gite fiki,1.3683293502442195,#845B58,264177693.16754672,79.76573702266924,16,Giant
43501,Jite fuqi,Boto beja,7.95918528776521,#CDF384,5213035394.9277115,68.1911059238314,12,Supergiant
43506,Luja pedi,Gide zoye,33.8153282238831,#F74662,9932761449.532103,8.010435527354298,2,Main Sequence
43510,Jeze zehi,Zofe rivu,43.407517440465135,#75D22A,7330867224.278218,32.943004033510405,13,White Dwarf
43512,Xidu mayo,Yuko yuru,6.50062605248475,#366CDA,10232350821.040276,68.48173851828408,17,Giant
43514,Kifi zuze,Keyu komo,46.18942069208219,#F90712,2484206818.0635686,85.63513284570308,10,Red Dwarf
43515,Tuso bawo,Leha qazi,0.9521753924361602,#131203,8944067880.972977,51.5787343848915,4,Main Sequence
43517,Wago toho,Tahu fica,39.22528889727806,#E1FD66,7984667524.0564375,11.505879701330258,9,Neutron
43519,Vuyi tegu,Bamo digo,23.30301132750191,#D7BC7E,9898091233.078888,38.85945713115836,17,Giant
43521,Wuja nisa,Caso niru,12.643723239916564,#668138,10860913966.617903,75.66887218964081,16,Giant
43522,Towu fika,Ruze taqu,46.92645705325341,#8375BF,9813603967.539608,79.04843876444451,6,Neutron
43524,Yaho cegu,Yoqa yise,9.215048613698277,#A55D96,12313606814.052052,46.11530042470162,2,Main Sequence
43525,Puqu todu,Mipa haye,38.127846059596784,#126A5B,1690416127.4615214,50.99158790992511,10,Neutron
43533,Palo leva,Zexi qafa,32.83842114665291,#EABDF9,8297042444.507151,93.8270791405268,14,Giant
43544,Litu jadi,Diko qiyi,28.298453051278415,#81F3A2,9347395406.669464,80.16455360340406,15,Giant
43548,Kada foli,Zoki dawo,45.78875158395657,#D4B2ED,4634345202.9741745,39.67747842371034,17,Red Dwarf
43552,Qebi fotu,Luda gali,21.256685904118328,#9CD470,12347650648.967386,23.089193145843325,8,Giant
43557,Qoni loni,Luzu zixo,7.655607942056339,#248E9B,3647368428.8521237,3.7413273704915317,10,Supergiant
43558,Deyu lazi,Matu supa,14.642301315874358,#E7054B,10574011674.274109,35.07358597685847,14,Red Dwarf
43559,Qubi mote,Libe gaca,14.248367979600491,#F1DB72,3889961098.6281347,14.609528737061117,8,Neutron
43561,Fuji sojo,Jani qumi,27.063225314561823,#EBAAB1,3251221345.458417,92.17769009874647,17,Neutron
43566,Qupe boto,Jetu qiyu,30.04147983584506,#4BBFD7,3325967113.3266735,16.103658654885812,8,Main Sequence
43570,Yape xujo,Foka laxe,5.523835791701908,#53F73E,2710317475.98319,16.9705277053659,10,Red Dwarf
43575,Vifi pise,Celi nico,3.56324948922103,#CB5C11,5438270940.122557,84.09234293791825,16,Red Dwarf
43577,Meho vewa,Feqi mefa,42.52407369681635,#2575BB,9435608288.619888,73.75820174987078,3,Red Dwarf
43579,Kaxa daza,Core jehi,43.285950091748795,#D1A00B,8906745764.062428,13.733977660800157,6,Red Dwarf
43584,Wugi lido,Japo vigo,32.17497223576876,#653511,10336164684.342861,49.96700208567839,12,White Dwarf
43585,Yoha peke,Deli doji,14.846770916405417,#F337D3,7492114753.08824,52.23462837845821,13,White Dwarf
43590,Rani foda,Nega cege,36.47771485454989,#068DF5,10459110033.844324,49.27094752986731,3,Main Sequence
43592,Poxe xuho,Tuci vayu,47.94701628320277,#C8797F,11976780582.17234,16.74869237353416,4,Giant
43595,Wexe qixo,Bika muxe,28.581184911375615,#B2949C,7433796718.687869,40.040488610781225,14,Giant
43599,Lefa huko,Xoli wuda,18.993411321927432,#879276,9643072016.787663,4.921819388873927,17,White Dwarf
43600,Jecu kesu,Zeyi fubo,27.867013783510103,#C10693,5916495369.60763,24.020865700234097,8,Giant
43602,Pixo wove,Polu soso,22.009359630794997,#2DB271,9261805940.432219,83.40357156570465,16,Red Dwarf
43603,Ceza piga,Juga zifo,42.529944624567506,#FAD532,10892631014.811205,45.5230250786766,14,Main Sequence
43607,Peme kozu,Vani baya,18.65813454130139,#BA1F36,7818707088.925398,45.23545213811985,16,White Dwarf
43611,Kedu liye,Kisu lade,44.88916822527382,#4B2FF8,3498536629.444519,80.80515506707707,16,White Dwarf
43612,Liqu wavi,Wene pize,39.879913678135395,#4D6F50,6276099440.656788,95.18342345315453,1,White Dwarf
43614,Difo doro,Cupi tawa,38.629012390397946,#EC5CFA,1186071358.625124,64.21680166029182,3,Red Dwarf
43618,Fago cado,Cavu zoyu,48.5285663543743,#2A04B8,6707708523.743356,23.60834002281036,17,Red Dwarf
43628,Tika jini,Woku qoxa,47.16864922557966,#CBB8E6,139209017.40861136,10.724464926387089,18,Supergiant
43630,Puga yeto,Cora xiqi,9.214491254213238,#F21584,6262858449.131754,34.71270575554861,8,Main Sequence
43634,Newi hifo,Nina voki,1.5203079162634512,#0404C7,9033209253.243313,44.954186632265305,11,Supergiant
43644,Julu giwe,Biju jelo,32.79200509376841,#FEE8A4,8429423381.43148,59.97551458210027,11,Main Sequence
43650,Naje hoco,Wani kufu,13.6541760967445,#EE2BA6,2746870672.037539,70.8817260290662,7,Giant
43651,Hece gofo,Zija tili,5.660776000852759,#3064D2,3082314361.059831,37.294111252117204,13,White Dwarf
43656,Guqi rebi,Xawe xajo,26.408107828903947,#5AF285,10418245053.489347,84.22117631825905,0,Red Dwarf
43657,Qune caji,Hegi teju,0.987028295300771,#795A75,7507900144.336649,63.586239235911634,19,Neutron
43660,Qofu deba,Sopu mifi,35.68293446198697,#9000D2,5481359833.543003,46.44439876252595,6,Supergiant
43672,Feje gake,Wume xuzo,16.33507124200299,#83C85F,3254864826.5860157,23.27241519937271,15,Main Sequence
43684,Jigi leta,Jigo hiwa,9.591613913725292,#90AA94,3873678325.3160415,97.40647927604738,5,Main Sequence
43689,Qiri vine,Yiyi jowu,17.903364944135337,#6A2D79,11205730001.594059,17.75268984166196,1,White Dwarf
43694,Koqo bavo,Tace nupu,47.69978546120874,#DC213F,10019808570.66227,40.559851824734935,10,Giant
43696,Nocu ruhe,Yibi qemu,41.64455368991747,#FC1A19,3926319444.523135,65.6524765115139,3,Giant
43700,Mizo necu,Vata xaxe,18.5836925644346,#82BBD8,8650417868.533663,61.46434753048451,14,White Dwarf
43701,Sinu xuwe,Xeja kapa,30.230230855930092,#85785B,2988009491.816931,27.797294889416612,6,Main Sequence
43703,Feli huvu,Weke taco,14.484260387518326,#7DEE16,2749564123.6759195,93.31915136511299,18,Supergiant
43704,Cigu muhi,Daso peyo,0.5931019151865637,#FE18D2,10228835810.030087,13.286160318576556,15,Red Dwarf
43706,Heta xuje,Cule humo,21.24240415217317,#1A3C04,1143399128.6571476,12.669254296348509,1,White Dwarf
43711,Luzo pezo,Jawe woco,26.450195854990643,#C885E0,11465468535.238293,20.8551984361524,11,Neutron
43735,Nuyu xeke,Horu tuhu,35.348867978855196,#039201,8516540656.696965,79.93088075468553,7,White Dwarf
43737,Qoyo nuta,Qeve liwe,14.136215148199707,#9D9DA0,7054072078.031521,37.1116977215298,10,Main Sequence
43738,Mita nisu,Buso beve,28.47512500118801,#F21569,10064746879.709341,78.62020400738147,11,Main Sequence
43747,Moru buti,Joso hano,19.97685160786069,#D6A039,9483319488.496664,12.48145152497855,11,White Dwarf
43752,Geqo vipo,Baru kehi,7.857935143468042,#5DF856,4758358274.068696,83.68691115210525,9,Main Sequence
43753,Fasi zijo,Jego vovo,23.20483844100766,#C208F4,12683795384.21888,86.24784116132344,0,Neutron
43755,Fova zeto,Yuca hobu,3.4920366626399924,#133DD6,10409762621.951235,11.62386759115126,1,Red Dwarf
43756,Curu xuda,Taci yesu,18.859177481546396,#667155,3163530614.7448335,44.610230349452586,3,Red Dwarf
43762,Viba quhi,Xiku qije,18.180901430160663,#835DC0,10148652433.96497,29.787255495347576,17,White Dwarf
43769,Jife noju,Qiwe qodi,24.851060141083096,#CC553C,4185253389.800046,40.988598157565534,8,Neutron
43771,Yixo topo,Nuvo naje,26.409552545776588,#573842,633361252.9393674,56.14596742373875,15,Red Dwarf
43772,Quji loxu,Pugu roda,48.676578194238616,#7A2724,1037392292.2563101,39.52779747481332,9,White Dwarf
43775,Nija muba,Tiha jawa,1.4940254096301135,#73E7F7,1873020999.337497,2.386391682204214,10,Giant
43778,Nuge yalu,Jibu babi,45.01083480991513,#1B2B99,538397923.8291368,33.38483394172677,13,Supergiant
43781,Rifo sipo,Taqu wesa,34.97486990511597,#D51742,4327359848.270805,10.027687395490293,11,Red Dwarf
43782,Wali yima,Vosi gaba,17.246034991845598,#EFBAAE,8844697626.719172,67.33960931871485,1,White Dwarf
43790,Huba ruja,Kori cuzo,27.64112307989859,#05CEBB,662739591.7337937,78.60500292118547,11,Supergiant
43794,Lofa voqe,Maxi gome,1.6578820912788905,#0FD45D,5921157824.648014,29.79558588360596,7,Supergiant
43796,Lezi nici,Yedi hami,5.597788012847959,#B89FFA,7763079630.082603,39.47705014215243,16,White Dwarf
43799,Qofu bige,Kusi pivo,26.394316889828033,#B19621,9575406721.826296,85.28829441733627,17,Neutron
43806,Laya tasi,Fujo hado,31.891421707700932,#33C01D,11135714336.696903,53.54530579522331,11,Red Dwarf
43813,Gapu qeye,Yede sevo,35.57412733405272,#23C55B,7538209159.243381,65.94372339628343,5,Giant
43814,Vifo jave,Faxo teku,30.91318088615034,#790677,10341062795.96306,69.94542198118711,4,White Dwarf
43819,Sile zoki,Qiku vovu,36.57577386074944,#1FE098,2400754018.6839504,71.16177355730508,8,Neutron
43820,Xaya jado,Noxe cuto,43.01915560878775,#895AC5,4254278386.0571294,94.76257332665053,15,Red Dwarf
43823,Qimi vafo,Puco xozi,13.063304848736413,#015902,4819600444.013294,60.10258440833134,1,Red Dwarf
43825,Qari line,Nuca tewe,5.962371261238301,#F352B0,5588599066.605365,86.98725200996775,4,Main Sequence
43828,Maru gehe,Xiba boha,15.248889477501969,#5A6FA2,6324432607.230937,32.417962364472494,10,Red Dwarf
43833,Becu gusi,Nofo neyo,37.95390060158654,#96F433,3661922412.251291,76.13049265824243,5,White Dwarf
43835,Seqa pini,Mawa sinu,20.304180481423213,#8253B7,6184810408.346622,72.8421773651969,17,Red Dwarf
43836,Fogu yahi,Qavu taja,16.792627235987517,#780890,12153797412.580774,23.907293571821896,4,Neutron
43841,Givi vuni,Nume xoti,10.993571875660166,#FDE728,7004272297.479395,36.91306880158242,7,Supergiant
43844,Xixo muju,Hiti foje,43.166968928246206,#06864A,3839903094.39199,75.63351366250069,1,Giant
43849,Geka yiyo,Dake wobe,17.172985795072215,#17F1D1,10102554859.998564,69.21586818878077,9,Supergiant
43852,Zapa zuvu,Vero gice,28.174709844231288,#ECF64F,3747063279.4457808,64.24673470067222,5,White Dwarf
43853,Noqa pawa,Sehu hexi,21.78459243594064,#63301B,4269676698.484273,93.54533609762386,6,Giant
43858,Gena mesi,Mixe vite,29.07555188520623,#834192,2552484756.488931,68.64982897209865,13,Main Sequence
43861,Kibu nexi,Yaxo wovo,38.67323319920917,#8F847C,3638959519.629913,21.749912162306416,7,Neutron
43866,Lora kece,Yeba qure,10.068203603610637,#DE99DC,2002299482.4864604,63.208549927777725,17,Giant
43867,Venu maja,Huqo hamu,17.196591836120543,#59DC64,5741600244.421288,91.16652350496646,7,Red Dwarf
43871,Seca kayo,Gasu dipe,17.581805743379018,#A1A478,6564911138.646258,80.29032165577304,4,Red Dwarf
43874,Tomo siza,Davu voxo,43.22360645353039,#248884,5877318553.038692,97.25561399857952,0,Main Sequence
43876,Jucu yiha,Moqu wome,5.244834409354093,#893693,11014985210.872955,76.75738921208767,19,Supergiant
43879,Kolo raya,Kafe goxi,20.825220667234365,#E4F084,6060893802.364355,87.71226566865309,5,Red Dwarf
43881,Rowo rale,Yuze ciza,29.258844661716736,#28F89F,10283356172.827833,72.84734365283758,9,Neutron
43885,Heji leqe,Raku jixi,48.6731512132893,#A3B131,2496114982.889562,77.42719396202786,5,Main Sequence
43886,Yozo yope,Qaca wahu,22.8795335172562,#DC056E,8023481156.868274,97.61010750409352,17,Main Sequence
43892,Qubu xoru,Nufe pugu,16.12186153062519,#C7FCCA,4104674019.4460454,2.2773746651088,7,Main Sequence
43899,Zuxe kasi,Fowo qeye,14.42306242999488,#11BB26,7202681178.555048,7.1898477082957495,10,Supergiant
43900,Nese pixu,Juzo jufo,8.03916778968124,#5F189B,5906295697.937888,29.16876049437197,3,Supergiant
43902,Hugi biqo,Fose leqe,42.538692812696056,#6AE34F,4044771661.33776,31.32947075774595,1,Giant
43905,Xopi riju,Koju jela,36.885337462285555,#AD627F,2511077141.3000393,20.888946726603287,6,Main Sequence
43912,Wuwi yaxi,Mufu tace,6.150691467529994,#CA2AF8,1964070736.168718,30.51410046918811,17,Main Sequence
43923,Xoke qida,Quhe niho,21.646772418878847,#D7009A,9372395962.091612,34.90174265666784,5,Supergiant
43927,Xage viqe,Qofe doqe,31.063912492993456,#87FC94,1083963671.5634944,79.79999829494237,8,Neutron
43930,Sedi sesi,Jilo xehe,31.75887290152338,#7C0D99,1748767905.4753265,32.865427461789146,3,Main Sequence
43939,Wawa qoxa,Vixi dudi,43.57297043152162,#F3C58E,12963695996.953669,67.21771768548047,5,Red Dwarf
43942,Jowa dala,Bija guhe,24.67161355176352,#EA69FF,11452760024.616993,47.08305974726185,19,White Dwarf
43943,Nayi sejo,Bede nono,8.11476290589307,#8C7C3F,9143793227.086203,56.13600107871659,5,White Dwarf
43944,Suki wefu,Mono dini,22.95645420909084,#D1E3F1,6171527531.213508,80.44261415090305,3,Neutron
43949,Mabe namu,Jowa kibu,42.46022858813973,#8BAD35,10599311852.837975,14.788591568414144,10,Neutron
43952,Qopa sozu,Jozi sono,26.88588620641381,#58382A,703691018.7338108,5.129768372651455,10,White Dwarf
43956,Yida gevu,Tayi kife,34.303667703601555,#D20830,9118695169.816687,20.159119346685994,1,Neutron
43964,Tope naye,Refi toge,13.92362070279156,#E7E3B9,10401423291.721542,13.851892962492407,19,Red Dwarf
43978,Nafe baqo,Kema vuna,9.12229315657146,#09353E,11251552272.042704,13.761565158739497,14,Main Sequence
43984,Xuli necu,Siwo ravu,3.703738231840494,#CB9314,1592522765.4248946,79.39955232406949,9,Neutron
43985,Hela sigu,Bipo jeko,22.15621029486467,#56FF1E,11457670196.11646,34.396678881462165,15,Giant
43986,Puba poni,Xili fiqi,23.587751552114156,#35BA01,9538157071.678955,70.38016033874463,12,Giant
43992,Fodi riqa,Caki pice,23.428207023441395,#8FC483,8090354042.897897,22.324588564369108,14,White Dwarf
43996,Quto kuyi,Qene koso,40.30793822283007,#05C307,5203972442.533563,86.61591614004948,7,Main Sequence
44000,Pogo qebe,Hube yuka,42.56294047716908,#6921CB,1702423909.027003,87.91099455848523,17,Giant
44004,Tate vepi,Sume toqe,11.389292158981315,#22AD58,7490266855.146993,3.2023798556922056,6,Red Dwarf
44008,Bera qere,Tolu rara,42.20694785948618,#AC16E3,595892443.7178646,91.49833513104664,18,Red Dwarf
44010,Wuya rika,Nuna feru,1.270831112391262,#D125DA,2816097584.952517,21.01960074745036,18,Giant
44012,Kuge qeci,Wemu pite,1.5146645392938733,#E1EADF,4703252172.685986,89.03020163329121,7,Neutron
44014,Sebi siru,Pomi qitu,7.39364922484084,#6E7D3D,12436866045.672312,0.64374931754273,10,Red Dwarf
44017,Joca juke,Ribi jevo,15.400766538091988,#62E9CC,4201015069.7585354,29.881703535215543,16,Supergiant
44019,Fote bipi,Kebu weci,45.836687409016285,#6A376D,10207648137.933588,68.05833640320233,16,White Dwarf
44028,Fegu meme,Muxa befa,10.809702990266128,#F2027F,5207937037.693405,30.41576969657578,6,Main Sequence
44029,Johe jiku,Jiso xabi,30.929506279195817,#B08502,7378616548.900617,95.14394166909659,15,Main Sequence
44032,Vari caki,Rode keku,9.758991784091723,#3B6BFE,6120126559.712981,18.49426052044929,4,White Dwarf
44036,Fiqa ruva,Cido fosi,28.77307449176043,#5777B5,8291996034.4037695,70.27321021692752,10,White Dwarf
44039,Pize baca,Lixe voxu,39.794023237837145,#114165,12391283361.876007,82.82814833373497,4,Neutron
44043,Kali ciqu,Gike fusu,38.378583102196615,#98465F,6954967973.950948,25.880889833866803,18,White Dwarf
44044,Sibi vana,Hube xequ,1.6082722371580707,#26759F,7023350866.166635,68.30717341542233,1,Neutron
44049,Dofo fali,Qona qiza,40.64788323305489,#E81A9C,12750148358.978298,51.32583795720455,13,Supergiant
44059,Rabo diwa,Voyo juda,21.156068183136654,#A5A9B6,8501628780.121163,49.320151603980456,14,Neutron
44063,Qacu wuxo,Tihu noni,25.753438598590872,#A5D80E,2481352712.0418687,96.66460528407967,19,Supergiant
44067,Hela tawo,Voce noqe,17.939764396341882,#103614,6804350568.724825,7.043751473619986,15,Giant
44075,Xopo vege,Kumu maga,22.694156219877325,#ED4455,12740390919.775665,89.09412710500048,17,White Dwarf
44077,Navi zavo,Roje qeza,11.908358086168338,#0E64D6,6660964120.825374,40.448691957122364,14,Supergiant
44097,Donu xari,Pebu bimi,24.12824199966647,#8C6AFF,3751253597.7131925,62.445142384244875,19,Main Sequence
44099,Fuxi ciba,Hipu tuhe,17.55760686556762,#53DFE8,10138812406.97181,37.6444873354408,4,White Dwarf
44111,Wesu boyo,Yeco fado,7.446965221052067,#84CBDE,2756990447.2486763,13.587103754880836,7,Neutron
44115,Xeyi wigi,Keco nuxa,32.17201763951996,#00F7F1,12212366436.88525,96.96303965589553,15,White Dwarf
44116,Bana yowi,Davo guwi,46.78625929721394,#03687A,1592737445.173967,8.878699551761994,12,Supergiant
44121,Qedo lidu,Huhe varu,12.23532405132952,#45DA37,2336982703.4619436,68.92016660461994,8,Supergiant
44122,Juce weqi,Zada hiqi,4.0167052424994365,#F3DC06,3917773200.556161,55.80830936282828,10,Main Sequence
44123,Lela sici,Yupi dafu,3.1693732096283087,#D2A1DE,2161908123.2202215,30.095122892854864,5,White Dwarf
44125,Bafa vala,Giba zote,41.91476459206017,#D3CD97,5082544565.946807,70.68219094680093,3,Main Sequence
44126,Voki xume,Qute cofa,16.036062707843737,#BB6A9D,11866557760.033255,21.28688759761492,5,Supergiant
44137,Kehe soyo,Qati rowu,40.665665070252096,#411E5E,10889376936.943207,45.518980896962155,16,Neutron
44138,Qufo bota,Qoso leka,49.95003256560849,#F2ACF9,4066441650.271527,94.57308362776895,2,Supergiant
44141,Faze dumu,Paxu zaju,9.45511871517018,#DC8044,2528965495.7096577,82.1656887082906,0,Giant
44151,Hidu sizi,Xazi koya,34.323952400325396,#C2D4EA,8203256887.924042,17.18367568655017,18,White Dwarf
44152,Jawa howo,Wone zadi,47.7572340829324,#2DD8CC,3868687708.6002264,4.364720270645906,6,Giant
44153,Poxa qigo,Kita covu,30.375387752935676,#04DB31,10192095678.36164,53.12717613864427,3,Neutron
44157,Nica jene,Timu vopo,22.70915633636348,#CDF73F,5417252940.861214,40.54250916176155,12,Supergiant
44158,Kade kuki,Koxe jele,47.38165866319426,#5B06DF,11987572016.970074,58.97465436408592,7,Supergiant
44159,Nibe geza,Tote yolu,45.149209071422405,#914E08,6555448553.410693,3.343289473866662,13,Supergiant
44162,Lelo veca,Bima vore,7.1195139505634835,#19BA27,2968159071.3912253,61.29949717129748,9,Supergiant
44171,Raro mufe,Hoqe ronu,39.163228904085315,#51505D,10095397905.625553,72.32446626502403,13,Red Dwarf
44181,Tahu koxo,Taqu kabe,0.8059421053550961,#87C27D,12809226490.646904,87.47686674635642,19,Giant
44184,Viwo boku,Pesa nuyo,35.50236412006092,#A09BB5,11557571071.375881,24.681342618281853,13,Main Sequence
44188,Febe kana,Vadi wosa,2.2039102625152256,#AB2D1B,11069938851.505302,48.52036441080205,18,Neutron
44189,Sewu huho,Toto puji,40.097759761334814,#EB232E,6412824599.1117935,4.70265116115951,7,Main Sequence
44191,Xuho hado,Bovu kico,38.87001280520928,#B58261,7861110184.658387,1.5386962860219233,17,Giant
44194,Mewo casu,Zeyi muze,45.698525069476055,#C91A5B,10233931253.392088,96.78986444320017,11,Red Dwarf
44207,Xuwu zahi,Yero ripu,14.736432357286962,#3E63ED,4060186967.242997,35.00808439889958,2,White Dwarf
44212,Ciju yaju,Hute tija,17.973009280312837,#ED27B6,6318015257.603737,47.1330626595183,13,Neutron
44213,Baze numu,Yibi fixu,1.0308628317204898,#377ED0,5182056044.313146,30.18358525846132,7,White Dwarf
44216,Fico voki,Vozu lujo,21.577228547830032,#941DE6,8296589802.475167,82.50028874912775,1,White Dwarf
44218,Wuxo hezi,Tacu hoya,46.51951943279463,#6B6B89,9938936156.5376,1.4405651380795081,16,Red Dwarf
44220,Rure nixa,Moru datu,14.733184638094684,#BFAB3C,11326625502.115236,55.754663568861304,15,Main Sequence
44227,Heda yewi,Wolu boja,42.95119663407951,#B1BC62,3460346374.645344,97.22438496068827,17,Red Dwarf
44228,Late muqo,Jaje reja,13.134071610602474,#01D102,12689332547.731434,21.57950700743301,9,Red Dwarf
44231,Fowu bepa,Jolo jiha,37.931507794932436,#F5379C,12770082148.238163,98.75715769822494,8,White Dwarf
44235,Xudu zosa,Jaca qotu,20.123541212603456,#667536,1780349675.3370721,82.21521830635476,16,Supergiant
44238,Geke pese,Watu peme,41.67778220434637,#CD84FA,8225897561.789638,34.66528414139027,9,Main Sequence
44239,Jija soko,Sutu jabi,48.97884375724679,#E5976B,189006135.54422468,85.16453343633077,8,White Dwarf
